user_id,item_id
626,3423202033
626,3426760207
626,3466110564
626,3492207006
638,0060164662
638,0060191929
638,0140107649
638,0140128107
638,0151000719
638,0151001006
638,0316603287
638,0316666343
638,0316693006
638,0316693200
638,0316769487
638,0316776963
638,0316779423
638,0316779490
638,0316789089
638,0316969443
638,0345339711
638,0345428900
638,0375400699
638,0380978539
638,0385420161
638,0385470819
638,0385500769
638,0385504209
638,0385505833
638,0394574745
638,0399148582
638,0425184129
638,0446523569
638,0446525502
638,0446525537
638,0446527793
638,0446531332
638,0525943862
638,052594463X
638,0609605925
638,0609606727
638,0670892963
638,0671042556
638,0679410430
638,0679419624
638,0679442790
638,0679603352
638,067972768X
643,0006510345
643,0007100221
643,0061092606
643,0140292918
643,0140366660
643,0140366857
643,0140482202
643,0140622063
643,0198604025
643,0261102214
643,0349102155
643,0416196772
643,0552137030
643,0552546933
643,0552771090
643,057120354X
643,0571209521
643,0671894455
643,0743222229
643,0743462335
643,0747538069
643,0749391308
643,0749396067
643,0752804510
643,0753507579
643,0753807327
643,0890877564
643,0947782230
643,1405200677
643,1405401184
643,1841150355
643,1841950521
643,1841952931
643,1842040405
643,185479549X
643,1854795554
643,1858813093
643,190178424X
643,2020315491
643,2070322068
643,2070375617
643,2070393577
643,2229137939
643,2253000868
643,2253001457
643,2253002895
643,2253006866
643,2253037796
643,2253043974
643,2253046922
643,2253049417
643,2253051381
643,2253063339
643,2253140872
643,2253148539
651,0060006048
651,0060934719
651,0307215342
651,0312287240
651,0345370740
651,0345403339
651,0374343381
651,0374386676
651,0380788497
651,0425049981
651,0425142485
651,0440219604
651,0440226694
651,0446300101
651,0451456548
651,0553574159
651,0553574167
651,0553574175
651,0553579673
651,0679801146
651,0786886463
651,0786889160
651,0962893862
709,0060535032
709,0064405052
709,0064409457
709,0152162445
709,015216250X
709,0152162577
709,0345391802
709,0439042917
709,043922165X
709,0439221676
709,0439221684
709,0439221706
709,0439221714
709,0439221730
709,0440219078
709,0440415993
709,0590129015
709,0590183729
709,0590897985
709,0689829698
735,038533334X
735,0440120470
735,0440222818
735,0440224829
735,044661162X
735,0449001954
735,0449131548
735,0451185277
735,0515134368
741,0130139165
741,0140065172
741,0198320264
741,0373036582
741,0373037449
741,0373196725
741,0381999866
741,0393030342
741,044132231X
741,0450029956
741,0451524489
741,0451526503
753,0679420118
753,0741402858
753,0741402912
753,0741403056
753,0741403471
753,0741403781
753,0741405784
753,0741407213
753,0741409690
753,074141127X
753,0741412740
753,0759612277
753,0871137380
776,0060529709
776,0140274154
776,0375507256
776,0375704027
776,0876850867
805,0060256672
805,0060928336
805,0140070206
805,0140077022
805,014016930X
805,0140236589
805,0140253602
805,0156027321
805,0316777730
805,0375501851
805,0375705228
805,038001503X
805,039592720X
805,0440215625
805,0452282152
805,0553268449
805,0671003755
805,0679732764
805,0684844729
850,0671578103
850,3404203097
850,3404203135
850,3423620005
850,3426074427
850,3426616262
850,3426701448
850,3453046196
850,3453137205
850,3453147243
850,3453171977
850,3453177800
850,3492229336
850,3499237016
850,3499425394
850,3505044539
850,3596133319
850,3596142229
850,3596505356
853,0140042520
853,0345358791
853,0345375211
853,034545829X
882,0020418809
882,0064401847
882,0064402967
882,0140440399
882,0340188022
882,0345334930
882,0373218400
882,0373484224
882,0380018179
882,0385504209
882,0394557433
882,0394743180
882,039607412X
882,0425179672
882,0425195899
882,0440215978
882,0440235162
882,0446344109
882,0446895725
882,0449230279
882,0449700712
882,0452265347
882,051509465X
882,0515134368
882,0515135062
882,0517556278
882,0553205587
882,0553247921
882,0553250426
882,0553258656
882,0553272586
882,0553280589
882,0553290207
882,0553572997
900,0060928336
900,0373057296
900,0373058446
900,0373092237
900,0373257074
900,0425137015
900,0441001335
900,0449212084
900,0451450604
900,0451454677
901,000649840X
901,0091880963
901,009974371X
901,0099771519
901,0140431268
901,014044503X
901,0551030682
901,0551031085
901,0551032510
901,0785268480
901,0842329072
901,0851707777
914,3257250053
914,340780573X
914,3407805853
914,3442432251
914,349800878
929,0029087104
929,0030615321
929,0226726770
929,0312140940
929,0345285549
929,0345307674
929,0345331605
929,0385314744
929,0394312066
929,0425050750
929,0439404371
929,0440224624
929,044100962X
929,0451169530
929,0553234811
929,0553296981
929,0553801031
929,0671461494
929,0671617028
929,067163884X
1025,000636988X
1025,0006642004
1025,0060562080
1025,0060928336
1025,0099254611
1025,0099385716
1025,0099427974
1025,009969221X
1025,0099755114
1025,0140562109
1025,0140563733
1025,0140620915
1025,0141182571
1025,0142000663
1025,0142300128
1025,0146003241
1025,0330258648
1025,0330306839
1025,0380012863
1025,0385600526
1025,0394404289
1025,0434971383
1025,0552106615
1025,0552107735
1025,0552108812
1025,055211804
1025,0552124753
1025,0552996009
1025,0552998001
1025,0552999504
1025,0552999512
1025,0575073004
1025,0575073314
1025,058242092X
1025,0586210687
1025,0613117905
1025,0679883878
1025,068484267X
1025,070121015X
1025,0722159676
1063,0345387007
1063,0671311891
1063,0671721038
1063,0671880187
1063,0771074719
1063,0802069347
1063,0895773538
1075,0142001740
1075,0316666343
1075,0375726403
1075,0385504209
1075,0472113658
1075,0553377868
1075,0609608444
1075,0767902521
1083,014131088X
1083,0345325818
1083,043909013X
1083,044023767X
1083,0451526503
1116,0061030651
1116,006109594X
1116,031298250X
1116,0425185710
1116,0451409086
1129,0064407667
1129,014025448X
1129,0151010102
1129,0385472951
1129,0385493800
1129,0671318314
1129,1558612815
1131,0060934417
1131,0060976845
1131,0061093092
1131,0061098361
1131,0070212570
1131,0174434642
1131,0312243022
1131,0312983824
1131,0345370805
1131,0375703055
1131,0385480016
1131,0394758285
1131,0440214424
1131,0446605891
1131,0446672211
1131,0446673544
1131,0449149676
1131,0451187903
1131,0451523067
1131,0671004565
1155,006101253X
1155,0373250223
1155,0380814021
1155,0380817683
1155,0440217806
1155,0446607835
1155,0451402103
1155,0451409256
1155,0671000381
1155,0671032658
1155,0671689231
1161,0061098795
1161,0373226519
1161,0375725784
1161,0465016146
1167,0060929596
1167,0373834985
1167,038533656X
1167,0440217520
1167,0440224675
1167,0679450548
1167,0743230213
1211,0006513204
1211,0099771519
1211,0140621725
1211,014143984X
1211,0330367358
1211,0375726322
1211,0385504209
1211,0752853694
1211,0786889373
1211,1857988132
1211,2020291541
1211,2070360024
1211,2070360423
1211,2070364283
1211,2070375161
1211,2070412571
1211,2070415686
1211,2070417700
1211,2070426815
1211,2070513726
1211,2070544281
1211,2207245810
1211,2207250474
1211,2207251756
1211,2207252000
1211,2253001295
1211,2253004898
1211,2253005274
1211,2253009164
1211,2253051020
1211,2253152064
1211,2253152277
1211,2258036992
1211,2264027681
1211,2264028815
1211,2266000489
1211,2266022504
1211,2266120158
1211,226612269X
1211,2290305251
1211,2290307831
1211,2290314110
1248,0205280854
1248,0312169655
1248,0312205872
1248,0345367898
1248,0345396529
1248,0385425686
1248,0393029190
1248,0440455332
1248,0449912558
1248,0553110721
1248,0553580272
1248,0609601628
1248,0670867144
1248,0679412271
1248,0679452281
1248,0785324712
1248,0803281730
1248,0805051732
1248,0811807150
1261,0316776963
1261,0345401123
1261,0345438329
1261,0452282152
1343,0552996009
1343,0590660543
1343,0749316853
1343,0753505592
1343,0753505657
1343,0753505703
1409,0061093106
1409,0373218192
1409,042517736X
1409,0440208912
1409,0515120006
1412,0156027321
1412,0345416260
1412,0345433084
1412,0385486804
1412,0385494785
1412,0385512104
1412,0451180208
1424,0060000805
1424,0060512822
1424,0060730552
1424,0060930535
1424,0061015725
1424,0061030015
1424,0061056871
1424,0061097314
1424,0099771519
1424,0140185844
1424,0140255087
1424,0142001430
1424,0142003581
1424,0151002290
1424,0151004137
1424,0156001314
1424,0156006332
1424,0224018256
1424,031215125X
1424,0312420366
1424,0316291161
1424,0316353299
1424,0330291610
1424,0330357808
1424,033036197X
1424,0330391763
1424,0330483013
1424,033390785X
1424,0345439481
1424,0345450515
1424,0375725296
1424,0380603764
1424,0385319452
1424,0385336403
1424,0385720106
1424,039914255X
1424,044652719X
1424,0451526988
1424,0451527569
1424,0531301427
1424,0553295071
1424,0590988301
1424,0595157939
1424,0606006133
1424,0606011773
1424,0618446877
1424,0671646575
1424,0671776134
1424,0676974562
1424,0702231088
1424,0743228480
1424,0743234413
1424,0743418735
1424,0743431014
1424,0746020120
1435,0060915544
1435,0060977477
1435,0345378490
1435,0345387651
1435,0345410998
1435,0374517886
1435,0375505547
1435,0380728249
1435,0385325126
1435,0385490615
1435,0394742591
1435,0399133143
1435,0446611239
1435,0446672211
1435,0451183665
1435,0451208765
1435,0486408760
1435,0517149257
1435,0517573822
1435,0570060265
1435,0618127453
1435,0671017586
1435,0671024248
1435,0679751343
1435,068484267X
1435,0684848783
1435,0684855631
1435,0684863324
1435,0802713815
1435,080410753X
1435,0812590236
1435,0844239461
1435,0850315336
1435,0875964125
1435,0877732906
1435,0887482570
1467,0553583085
1467,0671001701
1467,0782125557
1467,1555217532
1485,0140004424
1485,0380706725
1485,0380717085
1485,0440512158
1548,006093395X
1548,0312243022
1548,034540288X
1548,0345425707
1548,0345434692
1548,0374177023
1548,037541181X
1548,0425167313
1548,0451821971
1548,0452282152
1548,0553131893
1548,0553234609
1558,006105660X
1558,0374281602
1558,0425167720
1558,0446519960
1558,0609610597
1585,0028606353
1585,0061030953
1585,0316182540
1585,0316919896
1585,0345413903
1585,0446355224
1585,0446604658
1585,0446611611
1585,0449212602
1585,0451147375
1585,0451178033
1585,0553282476
1585,0553299506
1608,0449212602
1608,0449214982
1608,0515090174
1608,0515095826
1652,0151006903
1652,0385504209
1652,0679744479
1652,0679781587
1660,0312983654
1660,0553561618
1660,0553582747
1660,0553582933
1660,0671034022
1660,0789414708
1674,0060187271
1674,0060975547
1674,0131554255
1674,0312314256
1674,0312868308
1674,0316136778
1674,0345382544
1674,0345384466
1674,0345416880
1674,0375725784
1674,0385483503
1674,038548951X
1674,0385497288
1674,0393312801
1674,0449912558
1674,0451162463
1674,0553380958
1674,0590486101
1674,0618129030
1688,0515122491
1688,051512902X
1688,0515131091
1688,0552138223
1706,0060182792
1706,0345392825
1706,0393038440
1706,0446606723
1706,0451524934
1706,0679721819
1725,0765342405
1725,8408026933
1725,844062719X
1725,844507119X
1725,8466307982
1733,0060536705
1733,0061042005
1733,0061083275
1733,0061095869
1733,0312968256
1733,0312983824
1733,0316089699
1733,0345447840
1733,0373121601
1733,0373121709
1733,0373121857
1733,0373168438
1733,0373169299
1733,0373195036
1733,0373196636
1733,0373218400
1733,0373224818
1733,0373226934
1733,0373226950
1733,0373240228
1733,0373242328
1733,037325928X
1733,0373259840
1733,0373271867
1733,0373273193
1733,0373301529
1733,0373301537
1733,037330174X
1733,0373700474
1733,0373703023
1733,0373706200
1733,0373706545
1733,0373706901
1733,0373707959
1733,037370822X
1733,0373708300
1733,0373708319
1733,0373708351
1733,0373764146
1733,037383232X
1733,0373835426
1733,0373871864
1733,0373871945
1733,038076735X
1733,0380775840
1733,0380777304
1733,0425181111
1733,0440168724
1733,0440225868
1733,0446357405
1733,0446364762
1733,0446527130
1733,0446603082
1733,0451205189
1733,0451205650
1733,0451207963
1733,0505522969
1733,0505524333
1733,050552435X
1733,0515118230
1733,0515130419
1733,051513287X
1733,0517077744
1733,0553107232
1733,0553267159
1733,0553285947
1733,055329945X
1733,0553562746
1733,0553574078
1733,0553584898
1790,0060506679
1790,0375701427
1790,044022165X
1790,0553135457
1790,0671793489
1797,0007683022
1797,0340588721
1797,2253143790
1797,2280150131
1805,0060936363
1805,0312195516
1805,0312281250
1805,0345406516
1805,038082101X
1805,0385490461
1805,843760494X
1812,0312774842
1812,0312979479
1812,0375727566
1812,0671708635
1848,0061030651
1848,0070419361
1848,0156027321
1848,0312852487
1848,0345342968
1848,0345348109
1848,0345378482
1848,0345417623
1848,0345443683
1848,0375705090
1848,0385029551
1848,0394712447
1848,0451169530
1848,0525463313
1848,0671722727
1848,0684818868
1848,0717802418
1848,0762406984
1848,0765348438
1848,0765348446
1848,0778800229
1848,0786868716
1848,0804832463
1848,0812511816
1848,0812513738
1850,0207185905
1850,0330236474
1850,0340612843
1850,0670856258
1850,0733311733
1850,0855612819
1850,1869430727
1903,0060928069
1903,0060931361
1903,0130289221
1903,0130891347
1903,0130957011
1903,0140125086
1903,0140260234
1903,0140261346
1903,0140289216
1903,0151104212
1903,0194315193
1903,0300087152
1903,0316441791
1903,0316777730
1903,0340697687
1903,0345333152
1903,0345409469
1903,0375757325
1903,0380810336
1903,0394743644
1903,0415167914
1903,0435240609
1903,044022330X
1903,0446391581
1903,0452266688
1903,0465021433
1903,0517084732
1903,0582037670
1903,0670031518
1903,067162248X
1903,0679430946
1903,0688164080
1903,0767913973
1903,078686351X
1903,0803959907
1903,0806957050
1903,0812550706
1903,0840339402
1903,0953309819
1928,0312267819
1928,0316666343
1928,0394830148
1928,0835902242
1928,087197195X
1990,8522405697
1990,852543010
1990,8528602931
1990,8532501192
1990,8570070063
1990,8585438010
1990,8585622032
2009,0385299842
2009,0486243451
2009,0713723076
2009,071411393X
2009,087226002X
2010,0380796090
2010,0399147357
2010,0440221420
2010,0446604666
2010,0451197879
2010,0671614460
2010,0684836491
2010,0684859262
2010,0688156126
2012,0316154067
2012,0345353145
2012,0413588106
2012,0449221482
2012,0515120863
2012,0553279912
2012,0553348973
2012,0671023616
2024,0060167084
2024,0151002231
2024,0226067114
2024,0312028784
2024,0380717972
2024,0385239068
2024,0393011224
2024,0415907411
2024,0453006892
2024,0472095978
2024,0525480374
2024,0525943730
2024,0802116825
2024,0802130259
2024,0807079200
2024,0812822625
2024,0841502439
2024,0846705672
2024,0877736510
2024,0878670319
2024,0890876096
2030,0060191988
2030,0062500287
2030,0062502174
2030,0062507567
2030,0062508482
2030,0062509594
2030,006251279X
2030,0062513346
2030,0062513982
2030,0140298479
2030,0140422226
2030,0345453549
2030,0345453557
2030,0385315287
2030,0385484100
2030,0394404289
2030,0425133656
2030,0440108268
2030,0440204321
2030,044020562X
2030,0446676489
2030,0451525353
2030,0525945040
2030,0553255959
2030,0553274384
2030,0553476580
2030,067084487X
2030,0671777351
2030,0694524638
2030,0743400720
2030,0786860642
2030,0806514094
2030,0809237601
2030,0809237628
2030,0811812006
2030,0821211226
2030,0874221501
2030,0912365579
2033,0007166311
2033,0030020786
2033,0060248025
2033,0060256664
2033,0060256737
2033,0060950536
2033,0061020419
2033,0061020427
2033,0061056278
2033,0061056286
2033,0061056294
2033,0061059773
2033,0099428385
2033,0133502813
2033,0140386645
2033,0142000663
2033,0142500135
2033,0192800493
2033,0201632721
2033,0312921098
2033,0316542377
2033,0316779032
2033,0316779059
2033,0345337662
2033,0345340426
2033,0375815260
2033,0380775123
2033,0399523308
2033,0439064864
2033,0439136350
2033,0439139597
2033,043935806X
2033,0441004997
2033,0451456718
2033,0451456734
2033,0451457781
2033,0451458028
2033,0451458508
2033,0451458990
2033,0451459423
2033,0452279089
2033,0471485527
2033,051513628X
2033,0553379534
2033,0553573136
2033,0590353403
2033,0671025554
2033,0671027441
2033,0671519751
2033,0671524313
2033,0671676253
2033,0688117619
2033,0688149790
2033,0688161162
2033,0698119509
2033,0716723980
2033,0716724022
2033,0764550039
2033,0765342987
2033,0765345048
2033,0786861320
2033,0786880007
2033,0812090381
2033,0812500865
2033,0812516850
2033,0812520157
2033,0812521358
2033,0812523040
2033,0812523679
2033,0812532554
2033,0812532597
2033,0812532619
2033,0812532635
2033,0812532961
2033,0812532988
2033,0812533313
2033,0812533550
2033,0812533577
2033,0812533658
2033,0812535219
2033,0812575717
2033,0836204387
2033,0836218256
2033,0836218787
2033,0836220889
2033,0836221362
2033,0874936225
2033,0875962432
2033,0880887575
2033,0882710583
2033,0886773776
2033,0886773784
2033,0886774004
2033,0886774012
2033,0886774144
2033,0886774543
2033,0886774632
2033,0886775035
2033,0886775043
2033,0886775167
2033,0886775205
2033,0886775493
2033,0886775639
2033,0886775876
2041,0060923717
2041,0151003394
2041,0345406036
2041,0385416342
2041,0385424736
2041,0671617028
2041,0671672576
2041,0679743243
2084,8401329329
2084,840309375
2084,8420443026
2084,8420465321
2084,8420483885
2084,843396951X
2084,8434845091
2084,8440616368
2084,8440675550
2084,8440682441
2084,8445073818
2084,8474448174
2084,8477021090
2084,8477021473
2090,0380470845
2090,0440162041
2090,0671646575
2090,0671739778
2103,0140259988
2103,014029645X
2103,0142003409
2103,0385472951
2103,0395629497
2103,0441225691
2103,0451451686
2103,0671577727
2103,0671721720
2103,0671875965
2103,0679723374
2103,0679745963
2106,0312422601
2106,0375509283
2106,0553565915
2106,0731806883
2110,0060987529
2110,0064472779
2110,0140022651
2110,0142302163
2110,0151008116
2110,015216250X
2110,0345260627
2110,0345283554
2110,0345283929
2110,034528710X
2110,0345307674
2110,0345314255
2110,0345317580
2110,0345335287
2110,0345362276
2110,0345375580
2110,0345423038
2110,0373614845
2110,0373614896
2110,037361490X
2110,0373619472
2110,0373619499
2110,0373619502
2110,0373638078
2110,0373638167
2110,0373642849
2110,0373642857
2110,0373642911
2110,037364292X
2110,0373765649
2110,037379116x
2110,0380570009
2110,038513097x
2110,0394553284
2110,0394563131
2110,0394707745
2110,0394843509
2110,042516540X
2110,0439176824
2110,0439222303
2110,0439240700
2110,0440920221
2110,0441000150
2110,0441000762
2110,0451077237
2110,0451137965
2110,0486270718
2110,051512463X
2110,0515127396
2110,0515134384
2110,0553073273
2110,0590109715
2110,0590109960
2110,0590213040
2110,059035342X
2110,0590448285
2110,0590448315
2110,0590448323
2110,0590448595
2110,059045367X
2110,059046678X
2110,059047054X
2110,0590629778
2110,0590629786
2110,0590629794
2110,0590629808
2110,0590879979
2110,0590880748
2110,0590880780
2110,0590956159
2110,0671001868
2110,0671038931
2110,0671527215
2110,0671529714
2110,0671532642
2110,067166865X
2110,0671695304
2110,0671751174
2110,0671802283
2110,0671803530
2110,0679023755
2132,0060002050
2132,0440236401
2132,0451208293
2132,0843950676
2132,0843952059
2132,1551666766
2134,0060392703
2134,0385483813
2134,0399517405
2134,0671743228
2134,0684866048
2134,0688164307
2134,1556590415
2139,0142004235
2139,0385335830
2139,0515130389
2139,0515135062
2139,0553272837
2179,0060392452
2179,0072131780
2179,0252068505
2179,0312263120
2179,0380815931
2179,0385504209
2179,0446532231
2179,0451455789
2179,0451458370
2179,0451524934
2179,0553373803
2179,0590353403
2179,0618002219
2179,0671721046
2179,0886777844
2179,0887307884
2179,0915035170
2179,0932130097
2179,0941104184
2189,0141002077
2189,0312243359
2189,0394757653
2189,2070423158
2189,2253182389
2197,0312291639
2197,0375727434
2197,0449701875
2197,0449702146
2197,0449702545
2197,0449702936
2197,0590471570
2197,0590477323
2276,0020960808
2276,0030632366
2276,0061030643
2276,0061098353
2276,0061099155
2276,0071407944
2276,0131953621
2276,0133143023
2276,0139634479
2276,031209261X
2276,0312191952
2276,0312855486
2276,0312974728
2276,0312983220
2276,0312989385
2276,0340055383
2276,0340182563
2276,0345257448
2276,0345271335
2276,0345272463
2276,0345275187
2276,0345275497
2276,034528643X
2276,0345308476
2276,0345315642
2276,0345357620
2276,0345361407
2276,0345379144
2276,0345382447
2276,0345397371
2276,0345404793
2276,0345423615
2276,0345447867
2276,0345460693
2276,0380002930
2276,0380503026
2276,0380542625
2276,038072880X
2276,0380751682
2276,0380770210
2276,0385018681
2276,0385505833
2276,0393310477
2276,0394499026
2276,0395247764
2276,0399129723
2276,0399146725
2276,0425033260
2276,0425037967
2276,0425039048
2276,0425047253
2276,0425050424
2276,0425052990
2276,0425053008
2276,0425054578
2276,0425055272
2276,0425056023
2276,0425058190
2276,0425062856
2276,0425119653
2276,0425170470
2276,0425172546
2276,0425182908
2276,0440110602
2276,0440128757
2276,0440145465
2276,0440220793
2276,0440221471
2276,0440236673
2276,0440237424
2276,0440948754
2276,0441065848
2276,0441116868
2276,0441317502
2276,044173684X
2276,0446327085
2276,0446349461
2276,0446364622
2276,0446518220
2276,0446521612
2276,0446609323
2276,0446612790
2276,0446613681
2276,0446794031
2276,0446936383
2276,0449007383
2276,0449209695
2276,044921852X
2276,0449232085
2276,0449236714
2276,0449237842
2276,0449240886
2276,0449703274
2276,0449903001
2276,0451095847
2276,0451115589
2276,0451163710
2276,0451171845
2276,0451204891
2276,0451401905
2276,0451452305
2276,0451452941
2276,0451454081
2276,0451454499
2276,0451456726
2276,0451456734
2276,0451458990
2276,0451615492
2276,0451620372
2276,0460016989
2276,0515130125
2276,0515135747
2276,052341269
2276,0534129064
2276,055302986X
2276,0553052691
2276,0553113925
2276,0553144286
2276,0553227041
2276,055323577X
2276,0553236679
2276,0553240307
2276,0553246089
2276,0553258311
2276,0553263226
2276,0553289640
2276,0553290797
2276,0553574582
2276,0553575538
2276,0553576801
2276,0553582526
2276,0553583468
2276,0553584510
2276,0553585118
2276,0553585681
2276,0671016768
2276,0671428306
2276,0671442260
2276,0671442686
2276,0671473905
2276,0671524313
2276,0671531360
2276,0671547305
2276,0671622358
2276,0671625810
2276,0671635743
2276,0671653601
2276,0671658875
2276,0671660632
2276,0671669583
2276,0671721178
2276,0671721224
2276,0671721542
2276,0671729446
2276,0671743872
2276,0671795988
2276,0671797050
2276,0671806769
2276,0671822896
2276,0671832867
2276,0671833367
2276,0671833987
2276,0671836927
2276,0671876015
2276,0679504885
2276,0684803976
2276,0684852802
2276,0743412753
2287,0060981180
2287,0061051098
2287,0140077022
2287,0375706062
2287,0380014033
2287,0425147622
2287,0446360856
2288,0020519109
2288,0070212570
2288,0310466628
2288,0312993560
2288,0425115801
2288,0425144429
2288,0425188809
2288,0440206707
2288,0446363510
2288,0553210092
2288,0553582763
2313,0020442602
2313,0060173289
2313,0295955252
2313,0312186754
2313,0312275560
2313,0312876513
2313,0345348036
2313,034545104X
2313,0385470142
2313,0385482388
2313,0394756827
2313,0395874653
2313,0399146431
2313,0452260116
2313,0520077806
2313,0553278223
2313,0679729259
2313,0679733760
2313,0679741410
2313,0679745580
2313,0803287100
2313,0812533550
2337,0060928336
2337,0060987561
2337,0136714897
2337,0142001740
2337,0312265867
2337,0345350499
2337,0385505833
2337,0440403278
2337,0446528757
2337,0451191145
2337,0451191153
2337,0671510126
2337,0689823517
2337,0803722907
2358,0064408655
2358,0140071083
2358,0345302745
2358,0345348176
2358,0425171973
2358,0440208823
2358,0440220653
2358,0440400759
2358,0446603775
2358,0446603783
2358,0449212599
2358,0451160312
2358,055325636X
2358,0553262009
2358,0553272004
2358,059033560X
2358,0590403370
2358,0671034251
2363,0440234948
2363,0451450787
2363,0451450825
2363,0451450876
2363,0451451899
2363,0451451996
2363,0451452380
2363,0451452542
2363,0451453026
2363,0451453689
2363,0451453697
2363,0451453700
2363,0451453719
2363,0451453727
2363,0451456998
2363,0451457374
2363,0451457471
2363,0451458184
2399,0345317580
2399,0345334310
2399,0345337662
2399,0671730177
2399,0671876015
2406,3257228449
2406,3442727758
2406,3499431009
2406,3596131545
2411,0152017976
2411,0152017984
2411,0307100227
2411,0671522728
2411,0717287998
2437,0061032093
2437,0425181979
